tune,english
losmudi,summon
moqkefa,sun
sigzidi,sunder
lexorto,sunny
woqkuzo,super
zapruxo,superficial
zapruxoyo,superficially
nowurpo,superior
luskefi,supersede
divruza,supersymmetric
viskazi,supervise
vimzuvi,supplement
vimzuva,supplement (noun)
klizemi,supplicate
nisumi,supply
nisuma,supply (object)
vruzidi,support
smexexi,suppose
smexexa,supposition
vogefo,supreme
mifalpo,sure
mifalpoyo,surely
mifalpa,surety
plidema,surface
pribani,surge
dendebi,surmise
nutxani,surprise
bimdesa,surprise (object)
noltibiha,surprised
manisti,surrender
saqkusi,surround
mebeqki,survey
zavrobi,survive
zorpox,susceptible
bomusi,suspect
xesmuqi,suspend
xesmuqa,suspension
posloto,suspicious
poslotoyo,suspiciously
horzafi,sustain
fubimi,swab
duleqki,swagger
renzoli,swallow
vovruda,swan
semumi,swap
bodurdi,swarm
guqkixi,swat
ruhundi,sway
zivrasi,swear
wustoxi,sweat
wustoxa,sweat (object)
wustoxiho,sweating
ruplini,sweep
nuspiro,sweet (nice)
mogroxo,sweet (taste)
mogroxoyo,sweetly
nuspiriwa,sweety
drizeva,swell
tefruti,swerve
boxuz,swift
zaqardi,swim
zaqardiho,swimming
zaqardihoyo,swimmingly
honzima,swing
honzimi,swing (action)
honzimiwa,swinger
honzimiho,swinging
honzimihoyo,swingingly
vivami,swipe
voyami,swirl
rufani,swish
yoloza,switch
yolozi,switch (action)
vudrivi,swivel
plixuxi,swoll
plixuxo,swollen
sirdisi,swoon
muzuzi,swoop (fly down)
damdura,sword
droquxi,symbolize
swizina,symmetrization
mortaza,symmetry
memari,sympathize
slokika,sympathy
fefkeba,syndrome
vadreza,table
yahiza,taboo
riyavi,tabulate
feqkuri,tackle
feqkura,tackle (noun)
wivrif,tail
rasloni,tailor
vrizari,tailor (customize for a purpose)
vrizara,tailor (noun)
bakraka,talent
fobroso,talented
haweki,talk
pubrepo,tall
drisino,taller
desuno,tallest
weqafti,tally
klibezi,tame
sidafti,tan
sidafta,tan (noun)
naraspo,tangible
plasusi,tangle
zokoli,tantalize
drakiqi,tap
brabiri,tape (stick to)
kigospi,taper
hoteti,target
hoteta,target (noun)
kuqeski,task
hotxisa,tassel
zamduqi,taste
zamduqa:falo,tasteful
zamduqa:laso,tasteless
zamduqa:lasoyo,tastelessly
smofomo,tasty
zeblavi,tattle
gahaxi,tattoo
sonurpi,taunt
plubono,taut
plubonoyo,tautly
semondi,tax
semonda,tax (noun)
megraza,tea
masarpi,teach
masarpiwa,teacher
fisirpa,team
yuxolta,tear
tutufti,tease
kraneqa,tech
vofuka,technique
kraneqo,techy
hidaro,teenage
hidariwa,teenager
xexefi,teeter
xexefiho,teetering
woqatx,tell
dudrusi,temper
plulama,temperature
vazdiva,template
susufkoyo,temporarily
susufko,temporary
luvoki,tempt
zeglaqi,tend
vopluka,tendency to give rather than take
bihaspo,tender
bihaspoyo,tenderly
spirusa,tenet
wustogo,tense (adjective)
wustogoyo,tensely
wustogiwa,tensor
madofta,tent
sulado,tenth
kredoxi,terminate
kredoxa,termination
frudeso,terrible
prokazo,terrific
prokazoyo,terrifically
fegogiha,terrified
fegogi,terrify
mondoda,territory
snumofa,terror
mifaqki,testify
sudafta,text
sudafti,text (verb)
yayitxa,texture
bedodi,thank
dunurdi,thaw
hifispa,the public
zugrana,theorem
plifimo,theoretical
subofti,theorize
plifima,theory
brifobo,therapeutic
slasosa,therapy
riwusto,therefore
fewisto,thermal
dastesa,thermalization
gumdeka,thermodynamic
benaba,thesis
lozdado,thick
riwespoyo,thickly
proxuxa,thief
hudusto,thin
txarisi,think
batxumo,thinner
hidrama,thirst
hidramoyo,thirstily
hidramo,thirsty
mufufka,thorn
mufufko,thorny
muglemo,thorough
mirtafo,though
xefkiza,thought
xefkizafalo,thoughtful
notrugi,thrash
noriska,thread
sudutxa,threat
sudutxi,threaten
sudutxiha,threatened
sudutxiho,threatening
nawirda,thrill
weblegi,thrive
slimusa,throne
kliduqa,throttle
gotxak,through
feblaro,throughout
yikesti,throw
sninula,thrust
plidoli,thumb
trasiki,thump
yiyaspi,thunder
lusrumo,thus
gukoli,thwart
waleki,tick
musetxa,ticket
snideda,tickle
xaslizi,tickle (verb)
xigeso,tidal
xigesoyo,tidally
xigesa,tide
honuspa,tides
klezono,tidy
klezoni,tidy (action)
kirpixi,tie
kruqoni,tie (fight)
rokogo,tight
fulpimi,tighten
vuklori,tilt
navriqoyo,timely
rendomo,timid
rendoma,timidity
rendomoyo,timidly
flirofi,tingle
drefoli,tinker
smefefo,tiny
hispufa,tip
kusmuko,tipsy
brikugi,tiptoe
wemzovi,tire
sredeniha,tired
sredenihayo,tiredly
miyarda,title
nesnana,titration
smavozi,toast
kusrovoyo,together
mindofi,toil
glumido,tolerant
glumidi,tolerate
srefol,too
xuwena,top
nezovo,topological
brefibi,topple
fugragi,torment
trogol,torque
momoma,torrent
dugzusa,torsion
glegugi,toss
dusreba,total
txabori,touch
rasafi,toughen
rasafoyo,toughly
kulaza,toughness
snaxiqa,tour
slimasi,tow
brovoqo,toward
rabari,tower
despeso,toxic
xoplika,toy
repupi,trace
repupa,trace (noun)
kladiqi,track
kladiqa,track (noun)
snorisi,trade
snorisa,trade (object)
sroxaka,tradition
xugzag,tragedy
dukux,tragic
nustali,trail
nustala,trail (noun)
galivi,train
kiyuspa,train (mobile)
ploviza,train station
vogefka,traitor
vafkeka,trajectory (potential path)
gloduni,trample
klolexa,trance
tefkupa,tranquility
pruzixo,transcendent
pruzixo,transcendental
rumebi,transcribe
glaputa,transduction
listadi,transfer
listada,transfer (noun)
fulumi,transform
swizana,transformation
sposiba,transgression
vopriva,transistor
liwufko,transitive
proledi,translate
mutrixo,translucent
mutrixoyo,translucently
dasutxi,transmit
toheto,transparent
tohetoyo,transparently
plorami,transport
resofta,transportation
buxurti,transpose
mapledi,trap
mapleda,trap (object)
blamufi,trash
blamufa,trash (noun)
bibaf,trauma
dihordi,travel
dihorda,travel (noun)
govordi,tread
dofufta,treasure
simduni,treat
deplali,treat (action)
nofiqka,treat (food)
kusaxa,treatment
txuzovi,tremble
yarteso,tremendous
zotrena,trend
zotreno,trendy
drufora,triangulation
limalpo,tribal
limalpoyoga,tribalism
limalpa,tribe
benurdi,tribute
benurda,tribute (noun)
fragaka,trick
fragaki,trick (action)
fragakoyo,trickily
fragakinado,trickish
fragakinadoyo,trickishly
zibluki,trickle
fragako,tricky
yibliki,trill
duglali,trim
mofkoli,trim (action)
mofkolo,trim (feature)
mofkola,trim (noun)
zuzodi,trip
zuzoda,trip (noun)
lobluso,trivial
xesozavana,triviality
nablani,trot
reploda,trouble
replodiha,troubled
xapliva,troublesomeness
dabofta,truce
bazuki,trudge
rifkidi,trust
rifkida,trust (noun)
rifkidafaloyo,trustfully
rifkido,trusty
gineva,tube
dusorpi,tuck
brubiri,tug
sigzisi,tug (action)
sigzisa,tug (object)
kixefti,tumble
hodirdo,tumultuous
suritxi,tune
nuqkoba,tune (noun)
fromafa,tunnel
fromafa,tunnel
lemefi,turn
lemefa,turn (noun)
misefko,turquoise
bivrozi,tutor
bivroza,tutor (noun)
yaslozi,tweak
hunebi,tweeze
zagobi,twiddle
yestiqa,twig
klafuxi,twine
dedundi,twinkle
yuklemi,twirl
kixemi,twist
kixema,twist (noun)
kixemiha,twisted
sublana,twistor
mibulpi,twitch
yugzoxi,twitter
gresuga,type
yisnuxo,typical
soqkafiwa,tyrant
soqkafa,tyrrany
slokexo,ubiquitous
timutoyo,uglily
timuto,ugly
timuta,uglyness
klaruq,uncouth
mefolpo,under
sorzaro,underneath
zodorti,understand
zodortikano,understandable
zodortikanoyo,understandably
zodortiho,understanding
vasmuxihayo,undistractedly
nablan,unearthliness
ravrev,unequivocally
slimuna,uniform
slimunayo,uniformly
gosiga,unique
gosigo,unique (adjective)
xefkuqa,unit
zismuqa,universe
nufloloyo,unsuspiciously
porzapo,up
karpag,update
kozemi,upgrade
kozema,upgrade (noun)
zowena,uphill
yexestoyo,upon
fodaqka,uproar
hivarti,upset
hivarto,upset (adjective)
hivarta,upset (noun)
voqaqki,urge
drasisi,use
drasisiha,used
dakaxo,useless
plosedi,usurp
snarama,utilization
bedridi,utilize (put to use)
twesafo,utmost
fofurpa,utmost (noun)
xitrifi,utter
xitrifa,utterance
xitrifoyo,utterly
raklevo,vacant
multuboyo,vacantly
yesazi,vacate
bibifk,vague
kihexo,vain
guwatxa,valence
nisabo,valid
zukluri,validate
bigeka,valley
zakonakanoyo,valuably
plamam,vanish
sremofihoyo,vanishingly
klozafa,vapor
srenora,variable
snafira,variation
londulo,various
londuloyo,variously
londuli,vary
londuliho,varying
betruzo,vascular
zusteqo,vast
smuvixa,vault (locked box)
truleka,vector
fromosi,veer
brazoki,veer (move around obstacle)
koslika,vehicle
planoba,veil
planobi,veil (action)
sromasa,velocity
sablisa,vengeance
bumatxi,vent
sadumi,ventilate
vaveda,venture
halesa,venturesomeness
reyixi,verbalize
reyuqka,verge
kludoxi,verify
yobeko,vertical
pohepo,very
butrag,via
xovrudo,viable
fewetxi,vibrate
fewetxo,vibrational
varuzo,vicious
famzima,victim
mafabo,victorious
dunesa,video
nurtazi,view
nurtaza,view (noun)
fumdona,violence
fumdono,violent
fumdonoyo,violently
fostalo,virgin (new to something)
fostala,virginity
kablego,virtual
srenala,virtue
kloreza,virus
wasnuza,viscosity
kislixokano,visible
kislixa,vision
sonzomi,visit
sonzoma,visit (noun)
sonzomiwa,visitor
kislixo,visual
brutoto,vital
reklixa,vitriol
keprizo,vivid
keprizoyo,vividly
snomamo,vocal
snomami,vocalize
snomamoyo,vocally
snomama,voice
haflena,void
wemzuka,voltage
woraska,volume
lordusi,volunteer
fostosa,vomit
snagoxo,voracious
yagrusi,vote
yagrusa,vote (noun)
wezedi,vouch
mefetxi,vow
mefetxa,vow (noun)
riqkusa,vowel
drovega,voyage
flasin,vulnerable
xezduka,vulva
famabi,waddle
dinifi,wade
xufligi,waft
devruvi,wag
saspefi,wage (war)
divogi,wager
smisiri,wail
sraqexi,wake
sraqexifalo,wakeful
zosluqi,walk
marpasa,wall
fimdami,wallow
losedi,wander
yozadi,wane (go down)
veskuvi,want
veskuva,want (object)
dostisa,war
wagrono,ward (skwward)
srekaxo,warm
srekaxoyo,warmly
srekaxa,warmth
kesnaqi,warn
snulebi,warp
mififki,warrant
niskesi,wash
twebadi,waste
twebada,waste (noun)
twebadafalo,wasteful
zixaski,watch
slanumi,watch over
zixaskifalo,watchful
zixaskifaloyo,watchfully
grozosa,water
grozoso,watery
foflun,wave
glimusa,waveparticle
pledabi,waver
nosusta,wax
mesnum,way
sliviko,weak
difrifa,wealth
difrifo,wealthy
zosrava,weapon
riyisi,wear
fefkisoyo,wearily
fefkiso,weary
meftasa,weather
boblini,weave
grizira,web
glalofa,web (internet)
mistuni,wed
mistuna,wedding
kigrema,wedge
blaqika,week
blaqikoyo,weekly
veyalti,weep
dustifi,weigh
dustifa,weight
dustifo,weighty
wirtofo,weird
gitxoqa,welcome
gitxoqi,welcome (action)
glesida,welfare
lobefto,well
lobefta,well-being
sofarda,west
finano,wet
nestobi,whack
yiyafk,wheel
miflosi,wheeze
yabroza,wheeze
mostuboyo,wheezily
bumono,wheezy
bebust,whereby
slukag,whether
grugabo,which
boglimi,whimper
muleski,whine
blevexi,whip
blevexa,whip (noun)
bokluki,whirl
hublafi,whisk
betxari,whisper
betxara,whisper (noun)
zafrugi,whistle
zafruga,whistle (noun)
naglimi,whittle
ninirto,whole
risrolo,wholesome
geskoko,whopping
sundoro,wicked
tigloto,wide
tiglotoyo,widely
bezdefo,wider
glediro,widest
prukuvi,wield
digriqi,wiggle
xuleko,wild
frexixa,wilderness
xulekoyo,wildly
dusnuba,will
dusnubafaloyo,willfully
dusnubiho,willing
nofendi,wilt
nofaspi,win
nofaspa,win (object)
xufrogi,wince
fidoma,window
liglola,windy
frizivi,wink
nofaspiwa,winner
londula,wipe
fixaga,wire
fixagi,wire (action)
fixago,wiry
biruna,wisdom
biruni,wise
zibragi,wish
zibragifaloyo,wishfully
xuxorpa,wit
humzim,with attachment
masrabo,with depth and in detail
zexifi,withdraw
zexifa,withdrawal
vreseki,wither
defkibo,without attachment
xomzexi,withstand
sonusti,witness
slotopi,wobble
rebora,womb
darzubi,wonder
darzuba,wonder (object)
darzubifalo,wonderful
darzubihoyo,wonderingly
trufoki,woo
raduspa,wood
trufokihoyo,wooingly
brakago,woozy
gegoba,word
robridi,work
robrida,work (object)
robridikano,workable
srozoza,world
holtiniha,worried
holtinihayo,worriedly
holtini,worry (action)
holtiniho,worrying
holtinihoyo,worryingly
smidomo,worse
kligami,worship
saltiso,worst
gexirpa,worth
gexirpo,worthy
xeskoza,wound
kigrusi,wrap
wodurto,wrath
wuketxi,wreck
dubasi,wrench
lusmubi,wrestle
noworto,wretched
zemoki,wring
haqkoda,wrinkle
mistudo,wrong
kablovoyo,wrongly
gaxodo,wry
gaxodoyo,wryly
leqkusi,yank
planari,yawn
pasrupa,year
pasrupo,yearly
hiwalti,yearn
plaquqi,yell
pabruto,yellow
sluputi,yelp
dusiba,yesterday
yuxoqko,yet
fuplesa,yield
fanziso,young
fanzisa,youth
fanzisafalo,youthful
rostolo,yummy
baflena,zeal
ximzoki,zip
lakrova,zipper
nuklaka,zone
mulpufi,zoom
